	Unnamed: 0	LM_ID	Common Name	Adduct	Category	Main Class	Sub Class	Exact m/z	Formula	Observed m/z	ppm Error	RT	NET	Intensity	Peak Area	Score	MS/MS Scan	Precursor Scan	Apex Scan	PUBCHEM_SID	PUBCHEM_CID	INCHI_KEY	KEGG_ID	HMDBID	CHEBI_ID	LIPIDAT_ID	LIPIDBANK_ID	Pearson Corr Score	Pearson Corr M-1 Score	Cosine Score	Cosine M-1 Score	Class
27484	27484	XXX_LMGP04010100	PG(14:7/19:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3248227999999	37.21461564	89.58159167	0.995193115	34558.29688		-3.939130587	9032	9023	9036	123063925.0	52926365.0	BSNCOASFTOXTOE-PQQNNWGCSA-N			0	0		0.774923061	0.0	0.92803541	0.0	0
27485	27485	XXX_LMGP04010871	PG(14:7/19:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3248227999999	37.21461564	89.58159167	0.995193115	34558.29688		-3.939130587	9032	9023	9036	123064696.0	52927136.0	DTAKYBBKAGWHOP-PQQNNWGCSA-N			0	0		0.774923061	0.0	0.92803541	0.0	0
27486	27486	XXX_LMGP04010915	PG(15:7/18:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3248227999999	37.21461564	89.58159167	0.995193115	34558.29688		-7.14166289	9032	9023	9036	123064740.0	52927179.0	UMBWADWRQBQDRD-PQQNNWGCSA-N			0	0		0.774923061	0.0	0.92803541	0.0	0
27487	27487	XXX_LMGP04010310	PG(15:7/18:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3248227999999	37.21461564	89.58159167	0.995193115	34558.29688		-7.14166289	9032	9023	9036	123064135.0	52926575.0	ASYKAEHSXYLWIS-PQQNNWGCSA-N			0	0		0.774923061	0.0	0.92803541	0.0	0
27488	27488	XXX_LMGP04010909	PG(16:7/17:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3248227999999	37.21461564	89.58159167	0.995193115	34558.29688		-3.773848544	9032	9023	9036	123064734.0	52927173.0	MXWSMQMRZPPNRI-PQQNNWGCSA-N			0	0		0.774923061	0.0	0.92803541	0.0	0
27489	27489	XXX_LMGP04010229	PG(16:7/17:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	707.2985	C39H48O10P1	707.3248227999999	37.21461564	89.58159167	0.995193115	34558.29688		-3.773848544	9032	9023	9036	123064054.0	52926494.0	ILTOCVUJZXMWRV-PQQNNWGCSA-N			0	0		0.774923061	0.0	0.92803541	0.0	0
27506	27506	XXX_LMGP04010031	PG(8:7/8:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	469.0325	C22H14O10P1	469.0300808	-5.157870648	3.1302733330000003	0.034777749	12176249.0		-9.330454142999999	291	290	303	14714403.0	9547125.0	BQEXNLVNNRZNEI-VQTJNVASSA-N			0	9129		1.0	0.0	0.994296988	0.0	0
27569	27569	XXX_895	PG(13:8/18:11)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	669.189	C37H34O10P1	669.165039	-35.80726346	7.9126	0.08791002699999999	1523.273193		-9.330454142999999	763	758	745						0	0		0.988806733	0.0	0.988089253	0.0	0
27570	27570	XXX_990	PG(16:11/15:8)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	669.189	C37H34O10P1	669.165039	-35.80726346	7.9126	0.08791002699999999	1523.273193		-6.088764314	763	758	745						0	0		0.988806733	0.0	0.988089253	0.0	0
27581	27581	XXX_895	PG(13:8/18:11)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	669.189	C37H34O10P1	669.1853568	-5.444162867999999	8.957105	0.099514615	204873.8125		0.552822034	850	849	836						0	0		0.989183352	0.0	0.989224152	0.0	0
27582	27582	XXX_990	PG(16:11/15:8)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	669.189	C37H34O10P1	669.1853568	-5.444162867999999	8.957105	0.099514615	204873.8125		-3.413874523	850	849	836						0	0		0.989183352	0.0	0.989224152	0.0	0
27610	27610	XXX_985	PG(16:11/12:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	629.1577	C34H30O10P1	629.125225	-51.61934889	2.875938333	0.031952053	2252.666504		-9.330454142999999	1064	1057	264						0	0		0.0	0.0	0.0	0.0	0
27616	27616	XXX_988	PG(16:11/14:8)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	655.1733	C36H32O10P1	655.1755893999998	3.4943106110000004	11.428605	0.126973305	16742.09375		-9.330454142999999	1094	1083	1057						0	0		0.0	1.0	0.502239101	0.984527035	0
27638	27638	XXX_985	PG(16:11/12:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	629.1577	C34H30O10P1	629.1255516	-51.1002005	13.49677333	0.14995092699999998	504.4588623		-6.078546172	1380	1369	1239						0	0		0.0	0.0	0.0	0.0	0
27685	27685	XXX_LMGP04010921	PG(14:7/22:13)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	737.2516	C42H42O10P1	737.2268879	-33.52040609	17.06843833	0.189632596	79289.24219		-4.973399895	1597	1590	1603	123064746.0	52927185.0	NTSQNCLJXZHLQA-OLHYMTKQSA-N			0	0		0.984982893	0.0	0.986040086	0.0	0
27686	27686	XXX_LMGP04010819	PG(14:7/22:13)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	737.2516	C42H42O10P1	737.2268879	-33.52040609	17.06843833	0.189632596	79289.24219		-4.973399895	1597	1590	1603	123064644.0	52927084.0	MSICKLGYQNIFKU-WKVPHKPGSA-N			0	0		0.984982893	0.0	0.986040086	0.0	0
27687	27687	XXX_LMGP04010220	PG(16:8/20:12)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	737.2516	C42H42O10P1	737.2268879	-33.52040609	17.06843833	0.189632596	79289.24219		-4.973399895	1597	1590	1603	123064045.0	52926485.0	BUFDCOQRWVWTCJ-XDVAZKBQSA-N			0	0		0.984982893	0.0	0.986040086	0.0	0
27688	27688	XXX_LMGP04010655	PG(16:8/20:12)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	737.2516	C42H42O10P1	737.2268879	-33.52040609	17.06843833	0.189632596	79289.24219		-4.973399895	1597	1590	1603	123064480.0	52926920.0	IKHLYORZACJXCR-CARWQWIDSA-N			0	0		0.984982893	0.0	0.986040086	0.0	0
27689	27689	XXX_938	PG(16:9/20:11)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	737.2516	C42H42O10P1	737.2268879	-33.52040609	17.06843833	0.189632596	79289.24219		-3.318539785	1597	1590	1603						0	0		0.984982893	0.0	0.986040086	0.0	0
27690	27690	XXX_973	PG(16:10/20:10)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	737.2516	C42H42O10P1	737.2268879	-33.52040609	17.06843833	0.189632596	79289.24219		1.531843794	1597	1590	1603						0	0		0.984982893	0.0	0.986040086	0.0	0
27691	27691	XXX_1008	PG(16:11/20:9)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	737.2516	C42H42O10P1	737.2268879	-33.52040609	17.06843833	0.189632596	79289.24219		-1.229375907	1597	1590	1603						0	0		0.984982893	0.0	0.986040086	0.0	0
27692	27692	XXX_LMGP04010353	PG(18:9/18:11)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	737.2516	C42H42O10P1	737.2268879	-33.52040609	17.06843833	0.189632596	79289.24219		-1.229375907	1597	1590	1603	123064178.0	52926618.0	FMUCFHWUEVBSIA-YIRSFEKTSA-N			0	0		0.984982893	0.0	0.986040086	0.0	0
27693	27693	XXX_LMGP04010438	PG(18:9/18:11)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	737.2516	C42H42O10P1	737.2268879	-33.52040609	17.06843833	0.189632596	79289.24219		-1.229375907	1597	1590	1603	123064263.0	52926703.0	UXQKXLLYMNRLHN-XLIVNHJLSA-N			0	0		0.984982893	0.0	0.986040086	0.0	0
27694	27694	XXX_LMGP04010380	PG(18:10/18:10)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	737.2516	C42H42O10P1	737.2268879	-33.52040609	17.06843833	0.189632596	79289.24219		-4.973399895	1597	1590	1603	123064205.0	52926645.0	CRMBDNVWTUGBMN-FQTJGYFUSA-N			0	0		0.984982893	0.0	0.986040086	0.0	0
27695	27695	XXX_LMGP04010381	PG(18:10/18:10)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	737.2516	C42H42O10P1	737.2268879	-33.52040609	17.06843833	0.189632596	79289.24219		-4.973399895	1597	1590	1603	123064206.0	52926646.0	DNEIBWIGGRQBMO-RYYNODHJSA-N			0	0		0.984982893	0.0	0.986040086	0.0	0
27696	27696	XXX_LMGP04010409	PG(18:10/18:10)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	737.2516	C42H42O10P1	737.2268879	-33.52040609	17.06843833	0.189632596	79289.24219		-4.973399895	1597	1590	1603	123064234.0	52926674.0	NRMAAXFTMGOMBX-ZRQQEKEJSA-N			0	0		0.984982893	0.0	0.986040086	0.0	0
27697	27697	XXX_LMGP04010980	PG(18:10/18:10)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	737.2516	C42H42O10P1	737.2268879	-33.52040609	17.06843833	0.189632596	79289.24219		-4.973399895	1597	1590	1603	123064805.0	52927243.0	MPTSWFXLMIATGU-BIECOUIGSA-N			0	0		0.984982893	0.0	0.986040086	0.0	0
27787	27787	XXX_LMGP04010053	PG(12:7/18:9)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	661.2203	C36H38O10P1	661.1873125	-49.89129233	8.81911	0.097981472	449.3157959		-3.586687646	1766	1759	823	123063878.0	52926318.0	HPIQAIPIDJMKFG-FPAGBUMKSA-N			0	0		1.0	0.0	0.996830417	0.0	0
27788	27788	XXX_LMGP04010340	PG(12:7/18:9)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	661.2203	C36H38O10P1	661.1873125	-49.89129233	8.81911	0.097981472	449.3157959		-3.586687646	1766	1759	823	123064165.0	52926605.0	DDNHVUFKYZDQGK-FPAGBUMKSA-N			0	0		1.0	0.0	0.996830417	0.0	0
27789	27789	XXX_LMGP04010075	PG(13:7/17:9)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	661.2203	C36H38O10P1	661.1873125	-49.89129233	8.81911	0.097981472	449.3157959		-1.3515513119999998	1766	1759	823	123063900.0	52926340.0	UQTGCVGRHRTGCL-QFRSFYABSA-N			0	0		1.0	0.0	0.996830417	0.0	0
27790	27790	XXX_LMGP04010279	PG(13:7/17:9)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	661.2203	C36H38O10P1	661.1873125	-49.89129233	8.81911	0.097981472	449.3157959		-1.3515513119999998	1766	1759	823	123064104.0	52926544.0	JQYRHUHAXKEJEA-QFRSFYABSA-N			0	0		1.0	0.0	0.996830417	0.0	0
27791	27791	XXX_888	PG(13:8/17:8)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	661.2203	C36H38O10P1	661.1873125	-49.89129233	8.81911	0.097981472	449.3157959		-3.878621931	1766	1759	823						0	0		1.0	0.0	0.996830417	0.0	0
27792	27792	XXX_LMGP04010115	PG(14:8/16:8)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	661.2203	C36H38O10P1	661.1873125	-49.89129233	8.81911	0.097981472	449.3157959		-7.1421757910000006	1766	1759	823	123063940.0	52926380.0	SYJSXEKJSHYZJU-FKGBCGSASA-N			0	0		1.0	0.0	0.996830417	0.0	0
27793	27793	XXX_LMGP04010204	PG(14:8/16:8)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	661.2203	C36H38O10P1	661.1873125	-49.89129233	8.81911	0.097981472	449.3157959		-7.1421757910000006	1766	1759	823	123064029.0	52926469.0	BOZYCZJKWBGVAB-FKGBCGSASA-N			0	0		1.0	0.0	0.996830417	0.0	0
27794	27794	XXX_LMGP04010166	PG(15:8/15:8)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	661.2203	C36H38O10P1	661.1873125	-49.89129233	8.81911	0.097981472	449.3157959		5.998517508	1766	1759	823	123063991.0	52926431.0	JGKSWAMSUILMJZ-BNWGKQCTSA-N			0	0		1.0	0.0	0.996830417	0.0	0
27795	27795	XXX_916	PG(16:9/14:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	661.2203	C36H38O10P1	661.1873125	-49.89129233	8.81911	0.097981472	449.3157959		-3.31746904	1766	1759	823						0	0		1.0	0.0	0.996830417	0.0	0
28110	28110	XXX_LMGP04010065	PG(12:7/22:8)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	719.2985	C40H48O10P1	719.3231256	34.23443084	23.23160667	0.258106207	113204.9141		-9.330454142999999	2208	2201	2188	123063890.0	52926330.0	IKESVRIFYPBHCG-HGWHEPCSSA-N			0	0		0.999895447	0.0	0.999128863	0.0	0
28111	28111	XXX_LMGP04010725	PG(12:7/22:8)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	719.2985	C40H48O10P1	719.3231256	34.23443084	23.23160667	0.258106207	113204.9141		-9.330454142999999	2208	2201	2188	123064550.0	52926990.0	SANMGTAOBAGLHE-HGWHEPCSSA-N			0	0		0.999895447	0.0	0.999128863	0.0	0
28112	28112	XXX_904	PG(13:8/21:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	719.2985	C40H48O10P1	719.3231256	34.23443084	23.23160667	0.258106207	113204.9141		-2.864367979	2208	2201	2188						0	0		0.999895447	0.0	0.999128863	0.0	0
28113	28113	XXX_LMGP04010102	PG(14:7/20:8)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	719.2985	C40H48O10P1	719.3231256	34.23443084	23.23160667	0.258106207	113204.9141		-6.127921839	2208	2201	2188	123063927.0	52926367.0	GPVIMJWVJZCTOV-MZANBATFSA-N			0	0		0.999895447	0.0	0.999128863	0.0	0
28114	28114	XXX_LMGP04010530	PG(14:7/20:8)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	719.2985	C40H48O10P1	719.3231256	34.23443084	23.23160667	0.258106207	113204.9141		-6.127921839	2208	2201	2188	123064355.0	52926795.0	NBNVWFVIADYHST-MZANBATFSA-N			0	0		0.999895447	0.0	0.999128863	0.0	0
28115	28115	XXX_LMGP04010127	PG(14:8/20:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	719.2985	C40H48O10P1	719.3231256	34.23443084	23.23160667	0.258106207	113204.9141		-2.264057563	2208	2201	2188	123063952.0	52926392.0	PXVCLRSPFRAZQR-DETHTZBZSA-N			0	0		0.999895447	0.0	0.999128863	0.0	0
28116	28116	XXX_LMGP04010511	PG(14:8/20:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	719.2985	C40H48O10P1	719.3231256	34.23443084	23.23160667	0.258106207	113204.9141		-2.264057563	2208	2201	2188	123064336.0	52926776.0	QXBQVVBNODKSEP-DETHTZBZSA-N			0	0		0.999895447	0.0	0.999128863	0.0	0
28117	28117	XXX_LMGP04010149	PG(15:7/19:8)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	719.2985	C40H48O10P1	719.3231256	34.23443084	23.23160667	0.258106207	113204.9141		0.857791978	2208	2201	2188	123063974.0	52926414.0	ZBLSNHAXWRMYIA-GFZIUNDHSA-N			0	0		0.999895447	0.0	0.999128863	0.0	0
28118	28118	XXX_LMGP04010484	PG(15:7/19:8)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	719.2985	C40H48O10P1	719.3231256	34.23443084	23.23160667	0.258106207	113204.9141		0.857791978	2208	2201	2188	123064309.0	52926749.0	SROIVZRPDDUUKE-GFZIUNDHSA-N			0	0		0.999895447	0.0	0.999128863	0.0	0
28119	28119	XXX_LMGP04010178	PG(15:8/19:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	719.2985	C40H48O10P1	719.3231256	34.23443084	23.23160667	0.258106207	113204.9141		-6.61127387	2208	2201	2188	123064003.0	52926443.0	AMTTWOJOPVSORR-JYMHUOGFSA-N			0	0		0.999895447	0.0	0.999128863	0.0	0
28120	28120	XXX_LMGP04010457	PG(15:8/19:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	719.2985	C40H48O10P1	719.3231256	34.23443084	23.23160667	0.258106207	113204.9141		-6.61127387	2208	2201	2188	123064282.0	52926722.0	YIQBSYSBVXVBAC-JYMHUOGFSA-N			0	0		0.999895447	0.0	0.999128863	0.0	0
28121	28121	XXX_LMGP04010008	PG(16:7/18:8)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	719.2985	C40H48O10P1	719.3231256	34.23443084	23.23160667	0.258106207	113204.9141		-3.706780055	2208	2201	2188	14714380.0	5289145.0	ADYWCMPUNIVOEA-GPJPVTGXSA-N		HMDB10573	0	0		0.999895447	0.0	0.999128863	0.0	0
28122	28122	XXX_LMGP04010002	PG(16:7/18:8)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	719.2985	C40H48O10P1	719.3231256	34.23443084	23.23160667	0.258106207	113204.9141		-3.706780055	2208	2201	2188	4266287.0	5283509.0			HMDB10574	0	0		0.999895447	0.0	0.999128863	0.0	0
28123	28123	XXX_LMGP04010987	PG(16:7/18:8)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	719.2985	C40H48O10P1	719.3231256	34.23443084	23.23160667	0.258106207	113204.9141		-3.706780055	2208	2201	2188	160780068.0	52941750.0	PAZGBAOHGQRCBP-HGWHEPCSSA-N			0	0		0.999895447	0.0	0.999128863	0.0	0
28124	28124	XXX_LMGP04010962	PG(16:7/18:8)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	719.2985	C40H48O10P1	719.3231256	34.23443084	23.23160667	0.258106207	113204.9141		-3.706780055	2208	2201	2188	123064787.0	52927225.0	GTCKEWVHTGGUSN-HGWHEPCSSA-N			0	0		0.999895447	0.0	0.999128863	0.0	0
28125	28125	XXX_LMGP04010211	PG(16:8/18:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	719.2985	C40H48O10P1	719.3231256	34.23443084	23.23160667	0.258106207	113204.9141		-6.127921839	2208	2201	2188	123064036.0	52926476.0	UTZFGBMGFFOIGB-QCMQKWBUSA-N			0	0		0.999895447	0.0	0.999128863	0.0	0
28126	28126	XXX_LMGP04010887	PG(16:8/18:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	719.2985	C40H48O10P1	719.3231256	34.23443084	23.23160667	0.258106207	113204.9141		-6.127921839	2208	2201	2188	123064712.0	52927152.0	IPJKIWYVQGPZEW-QCMQKWBUSA-N			0	0		0.999895447	0.0	0.999128863	0.0	0
28127	28127	XXX_LMGP04010231	PG(17:7/17:8)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	719.2985	C40H48O10P1	719.3231256	34.23443084	23.23160667	0.258106207	113204.9141		-6.425960328	2208	2201	2188	123064056.0	52926496.0	UJEANGZHUYFOQC-XCMZTCBNSA-N			0	0		0.999895447	0.0	0.999128863	0.0	0
28128	28128	XXX_LMGP04010256	PG(17:7/17:8)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	719.2985	C40H48O10P1	719.3231256	34.23443084	23.23160667	0.258106207	113204.9141		-6.425960328	2208	2201	2188	123064081.0	52926521.0	NSHCOTXBKWHIRS-UXGDOFLHSA-N			0	0		0.999895447	0.0	0.999128863	0.0	0
28171	28171	XXX_LMGP04010969	PG(16:7/22:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	777.3768	C44H58O10P1	777.4088422	41.21667802	23.82427333	0.264690811	1225154.875		-1.148693144	2241	2240	2253	123064794.0	52927232.0	AVYCPFCVUIQANK-ACEXITHZSA-N			0	0		0.999214323	0.0	0.998735095	0.449702666	0
28172	28172	XXX_LMGP04010705	PG(16:7/22:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	777.3768	C44H58O10P1	777.4088422	41.21667802	23.82427333	0.264690811	1225154.875		-1.148693144	2241	2240	2253	123064530.0	52926970.0	IJGNYRALFZQDBU-ACEXITHZSA-N			0	0		0.999214323	0.0	0.998735095	0.449702666	0
28173	28173	XXX_LMGP04010243	PG(17:7/21:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	777.3768	C44H58O10P1	777.4088422	41.21667802	23.82427333	0.264690811	1225154.875		-2.349924861	2241	2240	2253	123064068.0	52926508.0	HRIUOHXLFSYLLE-ACEXITHZSA-N			0	0		0.999214323	0.0	0.998735095	0.449702666	0
28174	28174	XXX_LMGP04010682	PG(17:7/21:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	777.3768	C44H58O10P1	777.4088422	41.21667802	23.82427333	0.264690811	1225154.875		-2.349924861	2241	2240	2253	123064507.0	52926947.0	BDCQSBKXGUEMPI-ACEXITHZSA-N			0	0		0.999214323	0.0	0.998735095	0.449702666	0
28175	28175	XXX_LMGP04010965	PG(18:7/20:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	777.3768	C44H58O10P1	777.4088422	41.21667802	23.82427333	0.264690811	1225154.875		1.492686268	2241	2240	2253	123064790.0	52927228.0	FPQWNUSDDZYJOS-ACEXITHZSA-N			0	0		0.999214323	0.0	0.998735095	0.449702666	0
28176	28176	XXX_LMGP04010953	PG(18:7/20:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	777.3768	C44H58O10P1	777.4088422	41.21667802	23.82427333	0.264690811	1225154.875		1.492686268	2241	2240	2253	123064778.0	52927216.0	GEIDVWGVYXUOJJ-ACEXITHZSA-N			0	0		0.999214323	0.0	0.998735095	0.449702666	0
28177	28177	XXX_LMGP04010868	PG(19:7/19:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	777.3768	C44H58O10P1	777.4088422	41.21667802	23.82427333	0.264690811	1225154.875		7.318967392999999	2241	2240	2253	123064693.0	52927133.0	QQAUZBJYZARSDB-ACEXITHZSA-N			0	0		0.999214323	0.0	0.998735095	0.449702666	0
28321	28321	XXX_LMGP04010969	PG(16:7/22:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	777.3768	C44H58O10P1	777.4092013999998	41.67864141	25.143105	0.279343205	133351.75		1.266528374	2355	2344	2383	123064794.0	52927232.0	AVYCPFCVUIQANK-ACEXITHZSA-N			0	0		0.996029857	0.0	0.997846399	0.478522761	0
28322	28322	XXX_LMGP04010705	PG(16:7/22:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	777.3768	C44H58O10P1	777.4092013999998	41.67864141	25.143105	0.279343205	133351.75		1.266528374	2355	2344	2383	123064530.0	52926970.0	IJGNYRALFZQDBU-ACEXITHZSA-N			0	0		0.996029857	0.0	0.997846399	0.478522761	0
28323	28323	XXX_LMGP04010243	PG(17:7/21:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	777.3768	C44H58O10P1	777.4092013999998	41.67864141	25.143105	0.279343205	133351.75		0.044959046	2355	2344	2383	123064068.0	52926508.0	HRIUOHXLFSYLLE-ACEXITHZSA-N			0	0		0.996029857	0.0	0.997846399	0.478522761	0
28324	28324	XXX_LMGP04010682	PG(17:7/21:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoglycerols [GP04]	Diacylglycerophosphoglycerols [GP0401]	777.3768	C44H58O10P1	777.4092013999998	41.67864141	25.143105	0.279343205	133351.75		0.044959046	2355	2344	2383	123064507.0	52926947.0	BDCQSBKXGUEMPI-ACEXITHZSA-N			0	0		0.996029857	0.0	0.997846399	0.478522761	0
